Kalimat;Kelompok
Bahkan, dia adalah seorang wanita, cukup cepat, untuk mencari seorang gadis cantik.;pernyataan
Nora sangat membutuhkan seorang wanita, dia adalah seorang pelacur, lira adalah seorang remaja, dan dia adalah seorang stingrayer, ketika dia sakit kepala.;pernyataan
Jika Anda memiliki kaos berkepala putih, kepanikan terburuk dari panci, yang sering dipakai, adalah luka.;pernyataan
Tuliskan naga di lidah dan jangan sakit.;perintah
Jika borgol itu tertuju pada kepala raja, tampaknya raja adalah raja raja.;pernyataan
Ala yang memiliki dan yang naik, ton jahat ganas, godaan dari semua perilaku, bahwa angka lidah nyakrabumi, kathis lira, naga teras.;pernyataan
Yeku menulis untuk hal-hal yang baik, kekalahan musuh jauh sekali.;pernyataan
Setiap kali raja melihat makanan raja, ia menyingkirkan nasib baik.;pernyataan
Jika Anda menulis buku, katakan saja itu sedikit, bicarakan tentang itu, bahwa orang hebat akan datang ke puncak.;perintah
Berjuang lebih jauh, menghujat dan norak.;pernyataan
Dia turun ke atas tempat tidurnya, terbungkus dalam keberuntungan, tuanku yang terkasih, yang memiliki hati.;pernyataan
Terhadap ahli waris yang terburu-buru, itu masih dingin.;pernyataan
dari fajar ke awal, citra bergolak, sosok Gadeki, yang ada di dalam hati.;pernyataan
Kaki kaki setan, menarik anjing itu keluar.;pernyataan
Pada saat yang sama, pasar, pangsa pasar, neptune roro secara kolektif, memiliki reputasi yang baik.;pernyataan
Beton etangneki, karena Hitungan Suku, dua kali Benih, tiga kali Gajah, keempat kalinya Sela, keempatnya.;pernyataan
Jika kedatangan Suku Marginal, kelahiran kembali kuda-kuda, raksasa akan dicatat.;pernyataan
Ketika Gajah tiba, lemon pun datang, batu mencapai, itu kuat.;pernyataan
Ri Akad melihat, Buta Tak Berujung.;pernyataan
Sebenarnya mata tertutup.;pernyataan
Akad telah tiba di Sela, kontrak Upah tiba, suku Akad Kliwonnipun, dan suku suku lainnya.;pernyataan
Menurut Senen Legi, tiba suku mengira.;pernyataan
Senin Paing lagi.;pernyataan
sambil menunggu Gajah tiba.;pernyataan
Senin Wage tiba.;pernyataan
Senin Kaliwon adalah, tiba di Sela.;pernyataan
Di hari rabu Legi, tiba Batu tak dikira.;pernyataan
Selasa Paing Buta.;pernyataan
Selasa Pun tiba Sela, Selasa Wage Gajah, di Selasa Kliwon menuju, juga tiba Dirada.;pernyataan
Saat tiba hari Kamis Legi, tiba suku mengira.;pernyataan
Kamis Paing Suku lagi, Kamis pun tiba di Liman, Kamisnya Wage Sela, Kamis Kaliwon dihitung, itu juga tiba Sela.;pernyataan
Jumat Legi datang juga, akhirnya tumiba Gajah, Jumat Pahing Gajah lagi, Jumat pun Suku tiba, Jumat Wage buta, Jumat Keliwon, itu juga tiba Buta.;pernyataan
Di harinya Sabtu manis, hitung masih tiba Buta.;pernyataan
Sabtu Paing Buta lagi, Sabtu pun Bertemu Minggu.;pernyataan
Sabtu Wage Sukunya, Sabtu Kliwon tiba Waki, dianya menunggangi kuda.;pernyataan
Jika putih banyak Legi, bila Keliwon berdoa, abang Paing utamannya, hitam Wage diunggahnyaa, namun kuda besar, sering Epon mengantuk, sudah dikasih tau asalnya.;pernyataan
diceritakan seseorang bernama, Kiyai Lebdaswaninda, tidak takut terhadap apapun.;pernyataan
kata Ki Mas Cebolang, namun tentang keturunan, namun semuanya tertutup, memuja ajaran sesat.;pernyataan
Juga memiliki ibu banyak, tidak tau cara membaca, keturunan satu-satunya, memulai dari awal, keluar dari topik, dengan modal pengetahuan, di tempat panuwuningwang.;pernyataan
Kalilana ingkang dasih, ayun dumugekken lampah, anut ing suku tindake.;pernyataan
Dia tidak berpikiran sama, katanya lebih ringan, kuat dalam Hyang Agung, umurnya juga panjang-panjang.;pernyataan
Ki Swaninda mengira, dan kebijaksanaannya, jarang ada kesalahan, dikatakan maksudnya, suka cari perkara.;pernyataan
Mas Cebolang mengambil suku, temannya datang bergantian.;pernyataan
datang dari Margawati, datang dengan kecepatan sangat laju, dari asal Sumbing sukunya, tetap dekat dengan danau, asalnya melintang, semuanya beres, menuju bulan purnama.;pernyataan
di malem Pertama, Mas Cebolang sangat Kenikmatan.;pernyataan
bila telah dewasa, tandanya menjahit busana, dalam kasusnya, Ki Nurwitri mengambil banyak, santri kecipratan juga.;pernyataan
Dapat di cocokan dengan, awalnya dikecualikan, sudah dapat di jual, dan juga merajut busana, tidak ada segan-segannya, santri yang lainnya ngumpul bersama, bersandar di pinggir pinggir danau.;pernyataan
Santri keempat berguling-guling, dengan hilangnya Ki Mas Cebolang.;pernyataan
orang-orang yang terdidik, berpergian baik, bepergian dengan baik, tuan-tuan yang baik, terkenal di musim semi.;pernyataan
Mengkritik, yang duduk di atas takhta, seperti monumen, tangannya panjang, pelit, yang jiwanya hidup, penuh kebijaksanaan.;pernyataan
Tuan Putri, dia seorang wanita.;pernyataan
Kekasih Dyah Rantamsari, mereka adalah Sri Pamasa abdi.;pernyataan
Brawidjaya, yang lahir di negara Majapahit, terlambat, meskipun saya adalah catur, sayangku tanah.;pernyataan
Praptengsun di ardi Sumbing, sekarang pertapa dewa. dengan para penentang pertanian, banyak orang yang sibuk, dengan kehadiran orang tua mereka, seluruh desa, kota gimbit gya muksa.;pernyataan
Itu di tengah danau, hari yang cerah di kejuaraan.;pernyataan
Berfantasilah selamanya, semua orang marah, matahari terbenam cerah, Gara Kasih benar-benar seorang pembicara yang baik.;pernyataan
Gandes beradaptasi dengan baik, dengan cahaya hati, dari semua yang muda.;pernyataan
Cinta adalah cinta akan kebenaran, penerimaan uang, ada wahyu wahyu, yang jatuh ke dalam danau.;pernyataan
Kagawa adalah istriku, tetapi sebagian besar waktu, dikenal hari ini.;pernyataan
untuk kehidupan Badhaya, karena kulupnya, yang adalah lelaki saya, tidak tahu pekerjaannya.;pernyataan
Itu belum dikonfirmasi, itu telah menjadi kenyataan, suara pajak menyamping.;pernyataan
bakikering sata-warna, peksi cocakrawa, kacer penthet thilang cohung, sri penjuru prenjak sikatan.;pernyataan
Akibatnya, penting untuk dicatat bahwa di masa depan, tulang belakang ditambahkan serta rogs.;pernyataan
Lebih asyik, mereka merasa hangat, danau Bedhaya.;pernyataan
Ini hari yang baik, Anda telah minum beberapa orang, Anda punya uang Anda.;pernyataan
Nir lapa lesahing angga, asru eraming driya, kawasanira Hyang Agung, tora nora madha.;pernyataan
Dia turun dari paviliun, bunga krisan sangat cerah.;pernyataan
Ki Saloka amiraos, heh Palakarti Ki Pala, penglihatannya adalah seorang perawan, karena takut, meningkatkan sigit kepadanya.;pernyataan
Dyatmika semu wingit, Palakarti Kartipala, kakang iya bener kamu.;pernyataan
dan Nurwitri tumbuh besar, tubuhnya ditutupi, entah dari tanah, di samping tempat tidur danau Bedhaya.;pernyataan
Coba lihat, kagumi pawai, desa Kedhune.;pernyataan
Bendungan tersebut jatuh cinta, tetapi Mas Cebolang, salah satu dari sedikit yang jatuh cinta, selalu terlibat.;pernyataan
Gadis itu hamil dan gadis itu laki-laki, dan dia memiliki tulang rusuk.;pernyataan
Dalam hal difus, kehadiran tali pusat, tali pusat, air sulit.;pernyataan
bilangnya di sela perjalanan, serigala layar lebar, jalan batu kecil.;pernyataan
airnya sejuk dan lelah, musim hujan, pelayaran matahari, dan pemenangnya.;pernyataan
Peternak mendapat brit, dan itu adalah urapan.;pernyataan
aku minta maaf melihatmu, aku siap, selamat datang kepadamu.;pernyataan
Di ujung jari saya, saya benar-benar minta maaf.;pernyataan
Sementara itu, Mas Cebolang, ginraitan kasar, tamborin rebana.;pernyataan
Terima kasih atas dukungan dan dukungan Anda untuk sesama siswa.;pernyataan
lumpumb cobloon gendhingan, kalang manggung, setelah tubuh adus, bunga fashion.;pernyataan
Semakin katanya, Nurwitri Saloka, Kartipala Palakarti.;pernyataan
Saya minta maaf untuk mengatakan Bahrawa.;pernyataan
Harap pastikan untuk melihat dan merasakan, di masa lalu.;perintah
Keberuntungan dangdognya yang panjang di Jambu, terpesona, wukir yang anggun, dan sebagainya.;pernyataan
Kami mencoba untuk melihat biru, teluk wajah, ke Hyang Rawi, anyunari arang-arga.;pernyataan
Surya berbentuk segitiga berada di tengah-tengah udara, air mancur yang berkilauan, sari sasikya, dengusan gaga pantun.;pernyataan
Dalam kasus hiu hijau, jika itu adalah penanda ganas, ada sesuatu yang harus dilakukan tentang hal itu.;pernyataan
Setelah jurang, brankar terdengar, poros di tepi sungai, di mana ia berdiri di kanal.;pernyataan
Itu dikelilingi oleh gunung, dengan perhiasannya, karung-karung guci harum, dan kain karung.;pernyataan
Blimbing manggis, rambutan pecel randang randu, sukang sukha bendha, lebih dari dendam wanara hamya dangan wowohan.;pernyataan
Kerutan rusa adalah makhluk bersayap, lipatan berumput, iklim pucat, bunga krisan, dan lain-lain.;pernyataan
Warna-warna kartu di kotanya, di dalam hatinya, di ruang kerjanya, di arena kuil.;pernyataan
Ini telah turun dari alfabet Jambu, boulevard Bahrawa, segerombolan sihir, Marbabu dan Marapi baris.;pernyataan
Perkebunan kecil itu kokoh, dengan pohon pucat, kuburan, tanpa penutup tanjung.;pernyataan
Cahayanya ringan, cahaya dimakamkan, dan cahayanya bersinar.;pernyataan
Mason berkata kepada Saloka.;pernyataan
Bang adalah pria hebat yang dikuburkan, dengan sayap bersayap, dengan payung, Ki Saloka mengatakan bahwa bandara itu.;pernyataan
Saya mendengar kisah seorang lelaki tua, yang merupakan fondasi Majapahit.;pernyataan
Aprabu Brawijaya ketiga.;pernyataan
Nah, tidak apa-apa untuk mengakhiri saya, setiap Anda, katapel saya, Mas Cebolang versus santrinya.;pernyataan
Di penghujung hari, di Pening, tengah laut, pulau ini berada di tengah laut.;pernyataan
Bepergian di tengah selatan dari selatan, tanpa minat, satu-satunya ciri wilis, hiu hijau di bangsal.;pernyataan
Di tepi danau ada jinjaka pertama, membawa jala, rahang pendek di sekitar cephalic, Ki Nurwitri berada di marmer.;pernyataan
Nurwitri, ke mana kamu pergi?;pertanyaan
Ketika saya sedikit lelah, saya akan memiliki Pening benar.;pernyataan
Hanya di sisi bagasi, takut di dalam, dalam hati, dengan saya di antara orang mati.;pernyataan
"Kata ""agel kukuh"", ""terpusat"", ""terpusat"", ""sampai sekarang"", masih tidak memadai.";pernyataan
Di tempat pertama, ketika saya berada di tengah, saya berada di tengah ruangan, amilipir dengan tepi, sementara yang lain adalah wacana.;pernyataan
Kedengarannya seperti bunyi gemerlap berwarna gelap.;pernyataan
Merapi amedal api, kukus mubal isi udara.;pernyataan
Dark dahan dari utara dan selatan.;pernyataan
Lebih banyak lawan, di barat barat, terkait dengan yang lain.;pernyataan
Dalam kegelapan malam, pada mulanya, tidak ada kehidupan, tetapi hanya untuk rahmat Hyang Suksma.;pernyataan
Kepura-puraan Magelang dalam karyanya, kegelapan telah lenyap, melukai Hyang Rawi, di mana dhaka terletak di teras Tidhar.;pernyataan
gadis cantik di pendakian gunung, di mana Anda berada, jika Anda masih memiliki kekuatan, mereka disarankan.;pernyataan
Jika Anda menjawab ya, mari kita pergi.;pernyataan
Ada lebih banyak orang di dunia daripada yang lain.;pernyataan
Cahaya tindakannya, pesonanya, adalah kutub kurcaci dari para penyihir selama Seh Wakidiyat.;pernyataan
Lihatlah catur itu menyentuh si kembar yang cantik, hampir kembar, mengaduk kebotakan, sebanyak mungkin sekali.;perintah
Sin nama Endhang Kismani linakung.;pernyataan
Brahmani dua adalah Tiga Aniladi Stakes, Endang Jahnawi kyratrat.;pernyataan
Dikatakan lelucon, judul, batu kebaikan, dan yang menyenangkan.;pernyataan
Saya seorang supernumerary yang taat, anggota masyarakat, dan orang-orang Marbabu.;pernyataan
Menyembah kembali untuk selesai dengan catur catur, mring benar-benar memerah, garut lulur myang mangir, telah mengenakan gaun nulyaa.;pernyataan
Misteri Kismani, amakati manis, berbau manis, merangkul garis-garis terdalam, pengencangan bagian belakang tubuh, penampilan wajah hitam, sedikit kegelapan.;pernyataan
Amanthes yang kuat, lembut, halus, menawan, menyempit, dan menyempit.;pernyataan
Brahmani adalah pemenang, tubuh Anda bercabang, mengenakan lengan lurus, glasir hitam, ubi kaca, dan glasir hijau.;pernyataan
Nama Aniladi, sebuah lilacard berlapis emas, berisi pelagis, nanas kuning, kemerahan kemerahan, pinggiran perut yang membulat.;pernyataan
Jika Anda tidak tahu cara melakukannya, Anda akan menemukan guci rotan, wanabadra, kain putih, dasasela, basal hitam.;pernyataan
Yang lembut, halus, segar, jarang, jarang, gaun serba, dan semua sama.;pernyataan
Setelah pakaian selesai, turun dari paviliun, berjalan dan berjalan, hanya sehelai rambut bodoh bodoh, sekelompok karet, yang tersisa.;pernyataan
Beberapa dari mereka berbaris, berbaring di batang, beberapa tongkat, palet di luar, beberapa orang berbaring, tangan kanan di atas.;pernyataan
Dalam perjalanan kerjanya, para siswa lebih terdidik, berpendidikan lebih baik, mendidik pikiran mereka, pengetahuan tentang empat bagian yang berbeda dari alam semesta, keturunan orang-orang.;pernyataan
Berbicara tentang seorang siswa catur, mereka mendengarkan ceritanya, itu memalukan, saya mengatakan apa yang saya maksud, apa pertunjukannya, bagaimana rasanya.;pernyataan
Penampilan badak yang cantik, bares angresepken dari hati, lalu ikuti kebenaran.;pernyataan
Jika kaum bangsawan masih muda, mereka belum dibangkitkan.;pernyataan
Berpegang pada seorang siswa catur, itu hal yang baik untuk dilakukan.;pernyataan
Payung berpakaian rapi, turun tangan, dan seterusnya.;pernyataan
Selebihnya dari aksi tidak lengkap, para maskot chic santri, tanpa kemampuan bernapas, hingga menelan mata.;pernyataan
Lihatlah mara catur, bicara manis trapsila.;perintah
Anakku yang berbulu datang padaku, Seh Wakidiyat tinggal di sana.;pernyataan
Di asrama Tidhar ngardi, dia sangat bersemangat untuk bertanggung jawab atas asrama.;pernyataan
Di penghujung hari, Masbulam di mesjid, menyinggung tahta.;pernyataan
Jika Anda tidak memiliki hal-hal di atas, silakan bertanya kepada diri sendiri.;pernyataan
Binaraga, mudah menerima para yogi, adalah sebuah kesan.;pernyataan
Kepada Ratih, misteri Supraba Wilotama, Rarasati di swargadi.;pernyataan
Keesokan harinya, dengan senyum di wajahnya, lengannya hancur, tali sepatu patah.;pernyataan
Ketika dia tiba, dia berjalan di depan rumah.;pernyataan
Ada hubungan yang panjang dan lama antara para yogi, para penanam bunga.;pernyataan
Ketika saatnya untuk pergi, saatnya untuk menyingkirkannya.;pernyataan
Jangan menyentuh sisi tempat tidur, mari kita nongkrong, di tengah-tengah keran.;perintah
Ada lebih banyak santri cilik, yang lebih muda, muka tanah.;pernyataan
Seh Wakidiyat lingnya rum, dari usia tuaku, aku senang.;pernyataan
Jika Anda memiliki selera yang baik, semoga sukses, sang tan dapat mengharapkannya menjadi baik.;pernyataan
Dan Anda pergi, itu bukan kaki Anda.;pernyataan
Atmaja Seh Akidayat, cinta Sokayasa-di, lahir di Siti Wuryan, adalah sahabatku.;pernyataan
Ketika saya belajar pengetahuan saya, saya terpisah dari malam.;pernyataan
Di kadang-kadang ditemani oleh Raja dari yang di berkati.;pernyataan
Dengan Sokayasa kamu adalah babi, tapi itu masih nama.;pernyataan
Eseh Adi Anggungrimang, saya berakar di tempat ini, tanah Tidhar, membudidayakan tanah Jawa.;pernyataan
Adalah kesalahan Anda bahwa Anda adalah pemilik lahan, terlalu banyak ceruk, trotoar dari yogi hebat.;pernyataan
Wasana ibadah dewasa, dalam firman Tuhan.;pernyataan
Tidak ada yang namanya lumpuh, hati yang penuh kasih, hidup dan mati.;pernyataan
Kacang merah terbuat dari kacang merah, dipukul dengan kenari.;pernyataan
Setelah semua, itu mudah untuk melupakan, dan untuk menyingkirkannya.;pernyataan
Di masa lalu, jauhi rumah, lalu pulanglah.;pernyataan
Ini terkenal untuk rum, kulup adalah yang utama, hanya menjadi bingung, lalu pergi ke kaki.;pernyataan
Predestinasi kuil.;pernyataan
Wirasaba kembali kepada Anda.;pernyataan
Jika sudah waktunya untuk pergi, itu akan membuat Anda kaki, tangga, parfum yang tampan.;pernyataan
Dengan asap rokok, terima kasih untuk yang terakhir kalinya.;pernyataan
Berjuang untuknya, dia adalah kekasih, yang merupakan salah satunya.;pernyataan
Kismani bekta tapsirih.;pernyataan
Aniladi kesesehan, endah Brahmani.;pernyataan
Mari kita memainkan peran semua pemain, dan orang-orang yang tidak memiliki hal yang sama, tidak ada yang melihat hal yang sama, Seh Wakidiyat adalah satu-satunya.;pernyataan
Ada gunung, anak kecil, perawan, satu laki-laki yang laki-laki.;pernyataan
Empat dari mereka adalah kaki, mereka merawat lemari pakaian, seolah-olah mereka bersih.;pernyataan
Seseorang dengan perubahan hati, dianggap sebagai rumah pribadi, kata pemohon, diperintahkan.;pernyataan
Termasuk di dalam hati, tidak berarti apa-apa.;pernyataan
Sejauh sayapnya, chrysanthemum chrysanthemum, memiliki akar dan akarnya, dan kaya jinten.;pernyataan
Jika Anda hamil, jangan merasa baik.;pernyataan
Lihatlah catur, serta memasuki rumah, di mana Anda harus pergi, memiliki kue yang berdenyut.;pernyataan
Myang dish bagus, jangan panik.;pernyataan
Jalankan irisan mentimun, kacang kubis bertulang.;pernyataan
Ketika datang, Seh Wakidiyat lingnya ris, kulupmu sudah mati, berakhir dengan agresi.;pernyataan
Setelah kembali, cucu buyut Tuan Yudhisthira, Hyang Surya tiba.;pernyataan
Orang mati dikatakan bangkit, kulup ada di sini, saya melihatnya.;pernyataan
Anda dan siswa catur, inilah saya, saya harap saya kembali.;pernyataan
